CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15271,0.0,10,2202.47,5,5,5,555,Champions
15288,0.0,6,1576.61,5,4,4,544,Champions
15311,0.0,121,56003.26,5,5,5,555,Champions
15358,0.0,22,8703.21,5,5,5,555,Champions
15380,0.0,7,1788.8,5,5,4,554,Champions
15513,0.0,18,12992.33,5,5,5,555,Champions
15555,0.0,22,7307.18,5,5,5,555,Champions
15596,0.0,5,1723.45,5,4,4,544,Champions
15660,0.0,7,1212.13,5,5,4,554,Champions
15694,0.0,12,4331.41,5,5,5,555,Champions
15811,0.0,2,1671.9,5,2,4,524,New Customers
15856,0.0,26,17832.77,5,5,5,555,Champions
15945,0.0,4,646.27,5,4,3,543,Loyal
15983,0.0,6,2483.8,5,4,5,545,Champions
16065,0.0,8,2010.53,5,5,4,554,Champions
16163,0.0,5,1992.98,5,4,4,544,Champions
16255,0.0,8,2286.89,5,5,5,555,Champions
16519,0.0,3,341.18,5,3,2,532,Loyal
16520,0.0,4,1436.05,5,4,4,544,Champions
16782,0.0,26,8158.51,5,5,5,555,Champions
16795,0.0,3,2077.51,5,3,4,534,Loyal
16907,0.0,5,726.25,5,4,3,543,Loyal
17017,0.0,13,5416.35,5,5,5,555,Champions
17062,0.0,4,669.85,5,4,3,543,Loyal
17097,0.0,2,386.03,5,2,2,522,New Customers
17198,0.0,2,521.66,5,2,3,523,New Customers
17339,0.0,2,119.0,5,2,1,521,New Customers
17377,0.0,60,14218.49,5,5,5,555,Champions
17430,0.0,3,469.41,5,3,2,532,Loyal
17456,0.0,2,975.56,5,2,3,523,New Customers
17526,0.0,9,2970.14,5,5,5,555,Champions
17530,0.0,3,756.51,5,3,3,533,Loyal
17576,0.0,23,5434.13,5,5,5,555,Champions
17646,0.0,10,3141.4,5,5,5,555,Champions
17671,0.0,2,830.63,5,2,3,523,New Customers
17816,0.0,3,75.76,5,3,1,531,Loyal
17838,0.0,10,3943.6,5,5,5,555,Champions
17841,0.0,91,29892.5,5,5,5,555,Champions
17857,0.0,2,1803.2,5,2,4,524,New Customers
17950,0.0,6,950.61,5,4,3,543,Loyal
17965,0.0,17,4618.41,5,5,5,555,Champions
17978,0.0,4,1160.84,5,4,4,544,Champions
18041,0.0,20,4568.99,5,5,5,555,Champions
18071,0.0,5,975.63,5,4,3,543,Loyal
18092,0.0,8,7111.18,5,5,5,555,Champions
18102,0.0,89,349164.35,5,5,5,555,Champions
18225,0.0,15,7545.14,5,5,5,555,Champions
12386,1.0,1,258.9,5,1,2,512,New Customers
12433,1.0,5,7205.39,5,4,5,545,Champions
12441,1.0,1,173.55,5,1,1,511,New Customers
12709,1.0,20,21356.82,5,5,5,555,Champions
12766,1.0,3,3078.65,5,3,5,535,Loyal
12921,1.0,39,19333.95,5,5,5,555,Champions
12971,1.0,33,4782.88,5,5,5,555,Champions
13050,1.0,19,6507.67,5,5,5,555,Champions
13077,1.0,8,2335.4,5,5,5,555,Champions
13078,1.0,32,16904.51,5,5,5,555,Champions
13113,1.0,14,6379.77,5,5,5,555,Champions
13126,1.0,7,1898.61,5,5,4,554,Champions
13140,1.0,3,791.96,5,3,3,533,Loyal
13199,1.0,30,6615.77,5,5,5,555,Champions
13267,1.0,18,5236.77,5,5,5,555,Champions
13270,1.0,1,590.0,5,1,3,513,New Customers
13329,1.0,7,4323.97,5,5,5,555,Champions
13455,1.0,5,1847.59,5,4,4,544,Champions
13523,1.0,2,1136.64,5,2,4,524,New Customers
13531,1.0,5,1254.72,5,4,4,544,Champions
13599,1.0,14,5013.96,5,5,5,555,Champions
13649,1.0,5,1332.28,5,4,4,544,Champions
13758,1.0,10,6226.43,5,5,5,555,Champions
13777,1.0,37,30501.26,5,5,5,555,Champions
13842,1.0,10,2244.29,5,5,5,555,Champions
13848,1.0,6,2080.0,5,4,4,544,Champions
13983,1.0,10,4505.02,5,5,5,555,Champions
13984,1.0,8,1128.09,5,5,4,554,Champions
14030,1.0,14,5902.2,5,5,5,555,Champions
14032,1.0,6,1874.68,5,4,4,544,Champions
14051,1.0,15,6823.61,5,5,5,555,Champions
14060,1.0,13,3378.66,5,5,5,555,Champions
14217,1.0,7,1411.91,5,5,4,554,Champions
14606,1.0,102,18704.41,5,5,5,555,Champions
14744,1.0,8,2785.1,5,5,5,555,Champions
14766,1.0,6,4082.76,5,4,5,545,Champions
14796,1.0,11,2867.15,5,5,5,555,Champions
14821,1.0,7,1237.65,5,5,4,554,Champions
14866,1.0,8,6460.32,5,5,5,555,Champions
14901,1.0,5,868.36,5,4,3,543,Loyal
15005,1.0,29,7789.63,5,5,5,555,Champions
15021,1.0,4,869.01,5,4,3,543,Loyal
15032,1.0,7,8821.55,5,5,5,555,Champions
15100,1.0,6,2018.7,5,4,4,544,Champions
15221,1.0,4,2062.2,5,4,4,544,Champions
15298,1.0,12,4659.47,5,5,5,555,Champions
15332,1.0,6,4892.68,5,4,5,545,Champions
15347,1.0,4,1162.0,5,4,4,544,Champions
15498,1.0,19,12723.18,5,5,5,555,Champions
15529,1.0,2,1116.72,5,2,4,524,New Customers
15581,1.0,26,4114.62,5,5,5,555,Champions
15628,1.0,9,2782.02,5,5,5,555,Champions
15680,1.0,8,3173.9,5,5,5,555,Champions
15713,1.0,3,654.09,5,3,3,533,Loyal
15750,1.0,12,4331.71,5,5,5,555,Champions
15916,1.0,7,1899.08,5,5,4,554,Champions
15973,1.0,3,680.62,5,3,3,533,Loyal
15996,1.0,2,626.22,5,2,3,523,New Customers
16011,1.0,14,2517.75,5,5,5,555,Champions
16016,1.0,4,1025.18,5,4,4,544,Champions
16081,1.0,4,1653.28,5,4,4,544,Champions
16122,1.0,3,316.92,5,3,2,532,Loyal
16233,1.0,7,1429.03,5,5,4,554,Champions
16385,1.0,3,474.72,5,3,2,532,Loyal
16525,1.0,23,11555.19,5,5,5,555,Champions
16558,1.0,19,5535.02,5,5,5,555,Champions
16596,1.0,3,329.48,5,3,2,532,Loyal
16679,1.0,3,663.31,5,3,3,533,Loyal
16700,1.0,13,4091.16,5,5,5,555,Champions
16713,1.0,18,7637.56,5,5,5,555,Champions
16717,1.0,9,3127.85,5,5,5,555,Champions
16722,1.0,11,4258.27,5,5,5,555,Champions
16779,1.0,32,22638.52,5,5,5,555,Champions
16863,1.0,2,495.72,5,2,2,522,New Customers
16893,1.0,2,255.84,5,2,2,522,New Customers
17213,1.0,7,2401.07,5,5,5,555,Champions
17262,1.0,7,1504.26,5,5,4,554,Champions
17324,1.0,9,1311.64,5,5,4,554,Champions
17340,1.0,8,10051.53,5,5,5,555,Champions
17341,1.0,3,1108.47,5,3,4,534,Loyal
17406,1.0,11,2704.63,5,5,5,555,Champions
17655,1.0,3,1013.54,5,3,4,534,Loyal
17676,1.0,5,1378.16,5,4,4,544,Champions
17677,1.0,28,20329.68,5,5,5,555,Champions
17690,1.0,8,2690.15,5,5,5,555,Champions
17706,1.0,17,10245.49,5,5,5,555,Champions
17722,1.0,2,2006.32,5,2,4,524,New Customers
17870,1.0,2,1213.8,5,2,4,524,New Customers
17894,1.0,11,1333.57,5,5,4,554,Champions
17975,1.0,12,2540.02,5,5,5,555,Champions
17999,1.0,2,348.84,5,2,2,522,New Customers
18043,1.0,1,316.46,5,1,2,512,New Customers
18061,1.0,19,4369.56,5,5,5,555,Champions
18077,1.0,8,1705.55,5,5,4,554,Champions
18229,1.0,10,3526.81,5,5,5,555,Champions
18259,1.0,5,1979.6,5,4,4,544,Champions
18269,1.0,1,168.6,5,1,1,511,New Customers
12347,2.0,2,1323.32,5,2,4,524,New Customers
12567,2.0,7,4308.58,5,5,5,555,Champions
12647,2.0,27,14201.53,5,5,5,555,Champions
12681,2.0,24,17080.74,5,5,5,555,Champions
12839,2.0,13,4480.31,5,5,5,555,Champions
13173,2.0,10,2285.7,5,5,5,555,Champions
13488,2.0,11,6619.57,5,5,5,555,Champions
13569,2.0,3,520.03,5,3,3,533,Loyal
13756,2.0,10,4017.98,5,5,5,555,Champions
13769,2.0,11,3003.91,5,5,5,555,Champions
13786,2.0,6,3128.54,5,4,5,545,Champions
13807,2.0,3,422.2,5,3,2,532,Loyal
13880,2.0,5,1171.89,5,4,4,544,Champions
13963,2.0,14,2347.33,5,5,5,555,Champions
14135,2.0,11,4953.61,5,5,5,555,Champions
14176,2.0,2,339.11,5,2,2,522,New Customers
14282,2.0,11,4120.32,5,5,5,555,Champions
14344,2.0,14,2443.77,5,5,5,555,Champions
14673,2.0,3,1674.41,5,3,4,534,Loyal
14733,2.0,4,6599.06,5,4,5,545,Champions
14739,2.0,19,8385.22,5,5,5,555,Champions
14907,2.0,10,2664.69,5,5,5,555,Champions
15002,2.0,6,3175.52,5,4,5,545,Champions
15018,2.0,1,111.25,5,1,1,511,New Customers
15024,2.0,8,2414.18,5,5,5,555,Champions
15061,2.0,86,83284.38,5,5,5,555,Champions
15081,2.0,8,1460.92,5,5,4,554,Champions
15180,2.0,3,816.93,5,3,3,533,Loyal
15353,2.0,6,2398.93,5,4,5,545,Champions
15649,2.0,3,1354.35,5,3,4,534,Loyal
15838,2.0,16,40519.92,5,5,5,555,Champions
15858,2.0,9,2521.52,5,5,5,555,Champions
15898,2.0,22,4207.43,5,5,5,555,Champions
15965,2.0,10,2167.45,5,5,5,555,Champions
16059,2.0,7,1757.91,5,5,4,554,Champions
16086,2.0,6,1743.6,5,4,4,544,Champions
16125,2.0,14,4298.3,5,5,5,555,Champions
16221,2.0,7,1370.65,5,5,4,554,Champions
16293,2.0,6,2408.96,5,4,5,545,Champions
16306,2.0,2,560.55,5,2,3,523,New Customers
16365,2.0,7,1766.78,5,5,4,554,Champions
16775,2.0,6,1361.23,5,4,4,544,Champions
16904,2.0,7,1378.1,5,5,4,554,Champions
16950,2.0,8,2605.81,5,5,5,555,Champions
17091,2.0,11,3983.34,5,5,5,555,Champions
17228,2.0,7,1271.15,5,5,4,554,Champions
17287,2.0,16,3047.85,5,5,5,555,Champions
17419,2.0,8,2273.95,5,5,5,555,Champions
17450,2.0,7,52422.3,5,5,5,555,Champions
17470,2.0,7,1679.8,5,5,4,554,Champions
17491,2.0,8,2422.2,5,5,5,555,Champions
17511,2.0,31,84541.17,5,5,5,555,Champions
17591,2.0,2,550.7,5,2,3,523,New Customers
17616,2.0,2,489.6,5,2,2,522,New Customers
17675,2.0,40,17885.32,5,5,5,555,Champions
17720,2.0,7,1572.97,5,5,4,554,Champions
17735,2.0,8,4134.91,5,5,5,555,Champions
17897,2.0,8,2018.4,5,5,4,554,Champions
17954,2.0,9,1633.33,5,5,4,554,Champions
18055,2.0,6,4411.38,5,4,5,545,Champions
18119,2.0,1,181.12,5,1,1,511,New Customers
12708,3.0,9,2601.19,5,5,5,555,Champions
12808,3.0,3,422.45,5,3,2,532,Loyal
12913,3.0,9,4217.23,5,5,5,555,Champions
13030,3.0,1,427.74,5,1,2,512,New Customers
13089,3.0,109,57912.03,5,5,5,555,Champions
13094,3.0,2,505.8,5,2,2,522,New Customers
13155,3.0,3,778.42,5,3,3,533,Loyal
13468,3.0,38,7685.54,5,5,5,555,Champions
13495,3.0,6,3329.39,5,4,5,545,Champions
13497,3.0,5,972.28,5,4,3,543,Loyal
13564,3.0,35,15500.53,5,5,5,555,Champions
13652,3.0,3,1475.77,5,3,4,534,Loyal
14085,3.0,16,5656.43,5,5,5,555,Champions
14189,3.0,2,1160.31,5,2,4,524,New Customers
14215,3.0,4,1626.61,5,4,4,544,Champions
14293,3.0,6,2221.37,5,4,5,545,Champions
14409,3.0,5,1696.64,5,4,4,544,Champions
14443,3.0,2,966.27,5,2,3,523,New Customers
14487,3.0,2,257.28,5,2,2,522,New Customers
14708,3.0,3,1085.91,5,3,4,534,Loyal
14748,3.0,7,1736.57,5,5,4,554,Champions
14825,3.0,13,2698.17,5,5,5,555,Champions
15028,3.0,3,530.58,5,3,3,533,Loyal
15039,3.0,47,20116.99,5,5,5,555,Champions
15048,3.0,1,98.7,5,1,1,511,New Customers
15078,3.0,23,8018.77,5,5,5,555,Champions
15194,3.0,14,4811.16,5,5,5,555,Champions
15301,3.0,6,2533.09,5,4,5,545,Champions
15304,3.0,2,225.15,5,2,1,521,New Customers
15356,3.0,4,698.45,5,4,3,543,Loyal
15502,3.0,5,3608.54,5,4,5,545,Champions
15602,3.0,8,1932.64,5,5,4,554,Champions
15860,3.0,10,1528.0,5,5,4,554,Champions
15882,3.0,6,979.62,5,4,3,543,Loyal
15899,3.0,1,56.25,5,1,1,511,New Customers
15919,3.0,1,270.72,5,1,2,512,New Customers
15984,3.0,21,5921.65,5,5,5,555,Champions
15987,3.0,2,230.85,5,2,1,521,New Customers
16161,3.0,25,7256.24,5,5,5,555,Champions
16210,3.0,19,17403.21,5,5,5,555,Champions
16550,3.0,14,7136.16,5,5,5,555,Champions
16638,3.0,6,749.81,5,4,3,543,Loyal
16654,3.0,5,1110.2,5,4,4,544,Champions
16658,3.0,6,690.83,5,4,3,543,Loyal
16710,3.0,13,3866.05,5,5,5,555,Champions
16719,3.0,8,2182.88,5,5,5,555,Champions
16817,3.0,5,1200.15,5,4,4,544,Champions
16858,3.0,10,4292.59,5,5,5,555,Champions
16898,3.0,3,507.56,5,3,3,533,Loyal
16919,3.0,14,2529.46,5,5,5,555,Champions
16955,3.0,4,790.74,5,4,3,543,Loyal
17019,3.0,8,2739.59,5,5,5,555,Champions
17068,3.0,27,4608.94,5,5,5,555,Champions
17191,3.0,11,2740.92,5,5,5,555,Champions
17218,3.0,9,2231.96,5,5,5,555,Champions
17223,3.0,2,446.74,5,2,2,522,New Customers
17227,3.0,7,1082.71,5,5,4,554,Champions
17259,3.0,5,1285.97,5,4,4,544,Champions
17320,3.0,4,1695.15,5,4,4,544,Champions
17381,3.0,12,19726.76,5,5,5,555,Champions
17428,3.0,18,14562.91,5,5,5,555,Champions
17519,3.0,10,3265.45,5,5,5,555,Champions
17596,3.0,7,2092.74,5,5,4,554,Champions
17674,3.0,1,300.66,5,1,2,512,New Customers
17682,3.0,6,1982.45,5,4,4,544,Champions
17691,3.0,3,489.65,5,3,2,532,Loyal
17757,3.0,28,3817.16,5,5,5,555,Champions
17812,3.0,4,433.73,5,4,2,542,Loyal
17860,3.0,4,762.74,5,4,3,543,Loyal
17869,3.0,3,607.98,5,3,3,533,Loyal
17884,3.0,18,2355.44,5,5,5,555,Champions
17920,3.0,39,20312.36,5,5,5,555,Champions
18113,3.0,1,76.32,5,1,1,511,New Customers
18219,3.0,8,1493.12,5,5,4,554,Champions
12472,4.0,13,11308.48,5,5,5,555,Champions
12720,4.0,6,2478.94,5,4,5,545,Champions
12747,4.0,16,5080.53,5,5,5,555,Champions
12763,4.0,1,320.08,5,1,2,512,New Customers
12841,4.0,17,3518.33,5,5,5,555,Champions
13034,4.0,2,279.91,5,2,2,522,New Customers
13069,4.0,16,5247.01,5,5,5,555,Champions
13174,4.0,10,6677.81,5,5,5,555,Champions
13269,4.0,14,3545.47,5,5,5,555,Champions
13506,4.0,4,1180.68,5,4,4,544,Champions
13579,4.0,4,1072.0,5,4,4,544,Champions
13767,4.0,39,18320.17,5,5,5,555,Champions
13831,4.0,13,4820.59,5,5,5,555,Champions
13838,4.0,7,1274.36,5,5,4,554,Champions
14081,4.0,9,4435.58,5,5,5,555,Champions
14161,4.0,5,2208.36,5,4,5,545,Champions
14404,4.0,8,1424.79,5,5,4,554,Champions
14506,4.0,3,1278.5,5,3,4,534,Loyal
14800,4.0,6,3434.58,5,4,5,545,Champions
14810,4.0,3,449.14,5,3,2,532,Loyal
14813,4.0,4,935.44,5,4,3,543,Loyal
15023,4.0,10,5367.92,5,5,5,555,Champions
15038,4.0,4,604.37,5,4,3,543,Loyal
15235,4.0,6,690.3,5,4,3,543,Loyal
15351,4.0,4,1778.18,5,4,4,544,Champions
15426,4.0,5,1168.0,5,4,4,544,Champions
15465,4.0,15,5301.03,5,5,5,555,Champions
15570,4.0,14,5145.52,5,5,5,555,Champions
15708,4.0,3,1014.48,5,3,4,534,Loyal
15716,4.0,8,1938.0,5,5,4,554,Champions
15808,4.0,18,14674.96,5,5,5,555,Champions
15867,4.0,17,5251.31,5,5,5,555,Champions
15880,4.0,1,343.28,5,1,2,512,New Customers
15889,4.0,7,1359.41,5,5,4,554,Champions
15894,4.0,1,156.74,5,1,1,511,New Customers
15953,4.0,11,2010.17,5,5,4,554,Champions
16033,4.0,8,2019.73,5,5,4,554,Champions
16143,4.0,7,2485.89,5,5,5,555,Champions
16168,4.0,40,6848.87,5,5,5,555,Champions
16241,4.0,4,1721.44,5,4,4,544,Champions
16327,4.0,11,6887.12,5,5,5,555,Champions
16353,4.0,16,3323.75,5,5,5,555,Champions
16393,4.0,11,2515.45,5,5,5,555,Champions
16402,4.0,1,211.8,5,1,1,511,New Customers
16411,4.0,3,695.54,5,3,3,533,Loyal
16422,4.0,59,28967.07,5,5,5,555,Champions
16718,4.0,5,3023.78,5,4,5,545,Champions
16814,4.0,16,5990.61,5,5,5,555,Champions
16839,4.0,11,5716.14,5,5,5,555,Champions
16931,4.0,3,629.4,5,3,3,533,Loyal
16983,4.0,5,1778.97,5,4,4,544,Champions
17026,4.0,2,54.15,5,2,1,521,New Customers
17059,4.0,5,2507.49,5,4,5,545,Champions
17211,4.0,6,1729.43,5,4,4,544,Champions
17243,4.0,44,12213.01,5,5,5,555,Champions
17402,4.0,12,2462.33,5,5,5,555,Champions
17796,4.0,4,664.09,5,4,3,543,Loyal
17858,4.0,19,7641.99,5,5,5,555,Champions
17863,4.0,7,2585.2,5,5,5,555,Champions
18109,4.0,13,1840.99,5,5,4,554,Champions
18118,4.0,4,1079.4,5,4,4,544,Champions
18156,4.0,1,206.23,5,1,1,511,New Customers
12395,6.0,4,2048.64,5,4,4,544,Champions
12427,6.0,1,303.5,5,1,2,512,New Customers
12557,6.0,4,6725.18,5,4,5,545,Champions
12600,6.0,12,2444.88,5,5,5,555,Champions
12686,6.0,1,89.14,5,1,1,511,New Customers
12725,6.0,4,2266.76,5,4,5,545,Champions
12779,6.0,7,2740.91,5,5,5,555,Champions
12793,6.0,2,471.85,5,2,2,522,New Customers
12967,6.0,2,2646.02,5,2,5,525,New Customers
13013,6.0,18,7814.83,5,5,5,555,Champions
13081,6.0,19,30867.77,5,5,5,555,Champions
13370,6.0,1,754.87,5,1,3,513,New Customers
13408,6.0,46,23616.42,5,5,5,555,Champions
13520,6.0,6,3285.05,5,4,5,545,Champions
14083,6.0,3,388.83,5,3,2,532,Loyal
14156,6.0,102,196566.74,5,5,5,555,Champions
14210,6.0,11,3955.68,5,5,5,555,Champions
14396,6.0,6,1633.94,5,4,4,544,Champions
14589,6.0,1,39.75,5,1,1,511,New Customers
14680,6.0,43,28658.66,5,5,5,555,Champions
14723,6.0,7,934.76,5,5,3,553,Loyal
14898,6.0,9,2204.29,5,5,5,555,Champions
15373,6.0,6,1005.48,5,4,4,544,Champions
15545,6.0,1,135.33,5,1,1,511,New Customers
15769,6.0,21,32451.6,5,5,5,555,Champions
16013,6.0,39,20315.84,5,5,5,555,Champions
16140,6.0,2,832.42,5,2,3,523,New Customers
16455,6.0,6,2543.19,5,4,5,545,Champions
16477,6.0,5,1825.56,5,4,4,544,Champions
16725,6.0,8,1101.09,5,5,4,554,Champions
16883,6.0,18,2119.86,5,5,4,554,Champions
16891,6.0,7,1247.12,5,5,4,554,Champions
16905,6.0,11,1931.72,5,5,4,554,Champions
16926,6.0,5,1191.1,5,4,4,544,Champions
17135,6.0,4,814.43,5,4,3,543,Loyal
17238,6.0,17,4038.45,5,5,5,555,Champions
17396,6.0,7,1476.3,5,5,4,554,Champions
17787,6.0,1,736.28,5,1,3,513,New Customers
17809,6.0,11,5925.48,5,5,5,555,Champions
17819,6.0,6,2907.65,5,4,5,545,Champions
17949,6.0,74,60117.6,5,5,5,555,Champions
17967,6.0,2,234.22,5,2,1,521,New Customers
12738,7.0,1,155.35,5,1,1,511,New Customers
12855,7.0,4,612.84,5,4,3,543,Loyal
12915,7.0,3,811.1,5,3,3,533,Loyal
13011,7.0,1,50.55,5,1,1,511,New Customers
13108,7.0,2,748.46,5,2,3,523,New Customers
13138,7.0,2,504.85,5,2,2,522,New Customers
13145,7.0,4,805.0,5,4,3,543,Loyal
13305,7.0,7,1753.85,5,5,4,554,Champions
13402,7.0,3,913.9,5,3,3,533,Loyal
13418,7.0,15,6106.17,5,5,5,555,Champions
13491,7.0,18,3350.74,5,5,5,555,Champions
13715,7.0,13,7403.95,5,5,5,555,Champions
13798,7.0,54,38683.02,5,5,5,555,Champions
13941,7.0,11,6009.34,5,5,5,555,Champions
14047,7.0,10,2946.42,5,5,5,555,Champions
14180,7.0,9,1570.73,5,5,4,554,Champions
14236,7.0,4,1253.78,5,4,4,544,Champions
14388,7.0,9,3488.16,5,5,5,555,Champions
14390,7.0,5,1747.01,5,4,4,544,Champions
14395,7.0,12,4700.3,5,5,5,555,Champions
14449,7.0,5,1575.7,5,4,4,544,Champions
14466,7.0,7,2374.5,5,5,5,555,Champions
14491,7.0,1,127.2,5,1,1,511,New Customers
14573,7.0,5,968.0,5,4,3,543,Loyal
14576,7.0,1,35.4,5,1,1,511,New Customers
14741,7.0,2,497.25,5,2,2,522,New Customers
14775,7.0,1,406.56,5,1,2,512,New Customers
14829,7.0,4,995.29,5,4,4,544,Champions
14865,7.0,3,77.52,5,3,1,531,Loyal
15070,7.0,3,737.05,5,3,3,533,Loyal
15093,7.0,18,9729.09,5,5,5,555,Champions
15107,7.0,4,620.85,5,4,3,543,Loyal
15111,7.0,3,1163.39,5,3,4,534,Loyal
15260,7.0,20,7377.46,5,5,5,555,Champions
15299,7.0,6,3484.53,5,4,5,545,Champions
15363,7.0,2,678.11,5,2,3,523,New Customers
15544,7.0,12,4615.72,5,5,5,555,Champions
15574,7.0,3,816.45,5,3,3,533,Loyal
15601,7.0,17,8183.56,5,5,5,555,Champions
15640,7.0,15,11441.92,5,5,5,555,Champions
15646,7.0,3,526.97,5,3,3,533,Loyal
15658,7.0,4,1399.37,5,4,4,544,Champions
15732,7.0,9,1387.95,5,5,4,554,Champions
15738,7.0,26,8560.55,5,5,5,555,Champions
15752,7.0,3,1570.16,5,3,4,534,Loyal
15823,7.0,3,3882.17,5,3,5,535,Loyal
15827,7.0,16,1957.98,5,5,4,554,Champions
15923,7.0,1,127.08,5,1,1,511,New Customers
15955,7.0,9,4242.1,5,5,5,555,Champions
16029,7.0,47,41184.3,5,5,5,555,Champions
16150,7.0,6,2342.57,5,4,5,545,Champions
16186,7.0,15,5019.17,5,5,5,555,Champions
16203,7.0,3,521.64,5,3,3,533,Loyal
16244,7.0,1,1056.63,5,1,4,514,New Customers
16510,7.0,6,1851.9,5,4,4,544,Champions
16546,7.0,4,4819.32,5,4,5,545,Champions
16634,7.0,5,1596.71,5,4,4,544,Champions
16752,7.0,1,207.5,5,1,1,511,New Customers
16754,7.0,29,65500.07,5,5,5,555,Champions
16770,7.0,5,1162.03,5,4,4,544,Champions
16781,7.0,2,623.0,5,2,3,523,New Customers
16916,7.0,3,547.14,5,3,3,533,Loyal
17235,7.0,7,1354.82,5,5,4,554,Champions
17412,7.0,10,3159.46,5,5,5,555,Champions
17460,7.0,12,1605.84,5,5,4,554,Champions
17552,7.0,10,2154.88,5,5,5,555,Champions
17567,7.0,2,1024.55,5,2,4,524,New Customers
17581,7.0,20,7712.71,5,5,5,555,Champions
17659,7.0,3,835.33,5,3,3,533,Loyal
17685,7.0,6,2751.64,5,4,5,545,Champions
17732,7.0,8,2166.42,5,5,5,555,Champions
17802,7.0,8,3768.08,5,5,5,555,Champions
17850,7.0,155,51208.87,5,5,5,555,Champions
17855,7.0,1,208.97,5,1,1,511,New Customers
17925,7.0,1,244.08,5,1,1,511,New Customers
17961,7.0,62,1699.1,5,5,4,554,Champions
17964,7.0,1,261.76,5,1,2,512,New Customers
17976,7.0,1,353.19,5,1,2,512,New Customers
18168,7.0,11,2600.33,5,5,5,555,Champions
18239,7.0,2,588.75,5,2,3,523,New Customers
12431,8.0,13,4370.52,5,5,5,555,Champions
12583,8.0,13,7166.06,5,5,5,555,Champions
12662,8.0,10,3138.24,5,5,5,555,Champions
12791,8.0,6,863.51,5,4,3,543,Loyal
12838,8.0,9,2715.35,5,5,5,555,Champions
12868,8.0,3,640.0,5,3,3,533,Loyal
12947,8.0,1,304.04,5,1,2,512,New Customers
13047,8.0,17,5557.62,5,5,5,555,Champions
13065,8.0,5,1055.05,5,4,4,544,Champions
13093,8.0,48,47111.18,5,5,5,555,Champions
13255,8.0,2,504.95,5,2,2,522,New Customers
13448,8.0,9,5701.5,5,5,5,555,Champions
13576,8.0,11,4834.4,5,5,5,555,Champions
13694,8.0,94,131443.19,5,5,5,555,Champions
13705,8.0,5,1323.47,5,4,4,544,Champions
13747,8.0,2,169.8,5,2,1,521,New Customers
13748,8.0,5,1320.1,5,4,4,544,Champions
14001,8.0,7,2487.01,5,5,5,555,Champions
14045,8.0,13,9653.28,5,5,5,555,Champions
14078,8.0,4,643.26,5,4,3,543,Loyal
14142,8.0,2,671.34,5,2,3,523,New Customers
14237,8.0,2,471.14,5,2,2,522,New Customers
14307,8.0,5,2075.31,5,4,4,544,Champions
14496,8.0,6,2129.42,5,4,4,544,Champions
14594,8.0,1,255.0,5,1,2,512,New Customers
14688,8.0,8,2082.7,5,5,4,554,Champions
14696,8.0,2,688.95,5,2,3,523,New Customers
14729,8.0,3,593.89,5,3,3,533,Loyal
